Event ID,Event Date,Brief Description,What Happened,Event Location,Latitude,Longitude,NZ Region,Where Happened,Sector,Number of Injured Persons,Vessel Class,Safety System,Country Flag,Gross Tonnage,Length Overall,Year of Build
EVT-4988,28/08/2023,"While reversing off the ferry loading ramp, bus made contact with the ramp causing a small amount of oil to leak onto ramp. No oil entered the water.",Oil Spill,Kennedy Point Ferry Terminal,-36.809379,175.026833,Auckland,At berth,Domestic Commercial,0,Passenger Ferry,MOSS,New Zealand,573,49.5,2004
EVT-4992,28/08/2023,The steering failed in the pilotage area. The master dropped the anchor and called for help to try and fix the issue. They engaged the emergency steering and made their way back to port with another vessel escorting them.,Propulsion failure,Wellington Pilotage Area,-41.398333,174.835,Wellington,In harbour,Domestic Commercial,0,Other fishing vessel,MOSS,New Zealand,111.31,23.6,1971
EVT-4993,28/08/2023,"After just boarding ship, passenger tripped, falling and fracturing leg.",Injury,Auckland Port,-36.84301,174.781098,Auckland,At berth,International Commercial,1,Cruise ship,ISM,United Kingdom,77441,261.23,1997
EVT-4998,28/08/2023,"During the running-in process for the overhauled diesel generator at 80% load, the engine failed and the piston and conrod of the cylinder were ejected through the crank cover. No injuries were sustained.",Equipment failure,Beyond Offshore,1.464987,103.824275,NULL,Beyond Offshore,Domestic Commercial,0,Ro-Ro Passenger ship,ISM,New Zealand,22160,179.93,1998
EVT-4985,29/08/2023,Pilot ladder was stretched on one side resulting in the steps sitting at an angle. One of the manropes had a knot at the bottom.,Pilot Ladder Standards,Pencarrow Head,-41.364763,174.811972,Wellington,Inshore,International Commercial,0,Bulk carrier,ISM,Hong Kong,34781,NULL,NULL
EVT-4994,29/08/2023,"Prior to departure and during main engine warm up, smoke and a small fire was discovered due to faulty alternator. The fire was extinguished immediately.",Fire,Tauranga Port,-37.667452,176.165368,Bay of Plenty,At berth,Domestic Commercial,0,Charter fishing vessel,MOSS,New Zealand,97,23.2,1995
EVT-5230,29/08/2023,Cargo ship was on a collision course with another vessel and made no attempt to alter until radioed. They then altered course to port. ,Near miss/close quarters,Poor Knights Island,-35.45961102,174.8165969,Northland,Inshore,Domestic Commercial,0,Bulk carrier,ISM,Bahamas,24725,179.99,2015
EVT-5230,29/08/2023,Cargo ship was on a collision course with another vessel and made no attempt to alter until radioed. They then altered course to port. ,Near miss/close quarters,Poor Knights Island,-35.45961102,174.8165969,Northland,Inshore,Domestic Commercial,0,Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-4987,30/08/2023,"Port bridge wing rudder indicator showed 'hard a port' when 'hard a starboard' had been ordered. The Master declared a defect, that it was not working and claimed that a new one was on order for delivery and fitting the next day.",Equipment failure,Awaroa/Godley Head,-43.585105,172.82319,Canterbury,Inshore,International Commercial,0,Container ship,ISM,China,42112,NULL,2009
EVT-4989,30/08/2023,Pilot ladder was in poor condition with loose chocks and worn ropes.,Pilot Ladder Standards,Tauranga Pilotage Area,-37.619065,176.182034,Bay of Plenty,Inshore,International Commercial,0,Bulk carrier,ISM,Marshall Islands,24472,NULL,2021
EVT-4991,30/08/2023,"While retrieving a jet boat from the river, the vessels engine failed and it drifted downstream. A second jet boat provided a tow back to jetty, there was no injuries or damage.",Propulsion failure,Whanganui River,-39.480404,175.043914,Manawatu-Wanganui,River,Domestic Commercial,0,Workboat,MOSS,New Zealand,NULL,5.74,2008
EVT-4986,31/08/2023,A derailment of first rake of wagons occurred while they were being pushed onto the vessel resulted in wagons entering the water. No spillage or injuries occurred.,Cargo shift,Wellington Port,-41.265158,174.789503,Wellington,At berth,Domestic Commercial,0,Ro-Ro Passenger ship,ISM,New Zealand,17816,183.5,1998
EVT-4990,1/09/2023,"While loading stabiliser arm into water, crew member wrapped rope around their hand this resulted in crushing and degloving of the index finger. They were taken to hospital for treatment.",Injury,Bluff Port,-46.594168,168.331643,Southland,At berth,Domestic Commercial,1,Trawler,MOSS,New Zealand,64.26,18.12,1971
EVT-4997,1/09/2023,"While on passage to New Zealand, vessel lost depth sounder functionality. The depth sounder was not producing an appropriate picture and struggling to stabilise itself in auto mode.",Equipment failure,Beyond Offshore,1.238391366,106.7271955,NULL,Beyond Offshore,Domestic Commercial,0,Ro-Ro Passenger ship,ISM,New Zealand,22160,179.93,1998
EVT-5004,1/09/2023,"Vessel touched the bottom and throttled back and let the vessel settle on the soft sand bottom approx. 40m inside the river entrance. They stopped both engines and deployed an anchor. They refloated and then went back to sea, before crossing the bar",Grounding,Kaituna River Bar,-37.744897,176.418793,Bay of Plenty,River/harbour bar,Domestic Commercial,0,Other fishing vessel,MOSS,New Zealand,NULL,12.68,2012
EVT-5528,1/09/2023,"Rogue wave crashed over fishing vessel and pushed crew against the port side shelter wall. One crew member sustained a sprained ankle, and another a broken tooth. ",Injury,Westport,-41.65221466,171.6369349,West Coast,Inshore,Domestic Commercial,1,Line fishing vessel,MOSS,New Zealand,48.54,17.37,1975
EVT-4995,2/09/2023,"When entering berth and while in close proximity to other vessels, the vessel lost power to main engine and bow thruster. Smoke and ash emitted from the funnel resulting in the blackout. Tugs were used to safely bring dead vessel to berth.",Electrical power failure,Auckland,-36.841286,174.781807,Auckland,At berth,International Commercial,0,Container ship,ISM,Liberia,9684,142.7,2009
EVT-5002,2/09/2023,"A strong river current  pushed waka toward buoys, becoming tangled in cables. The crew were brought to shore by coastguard.",Hit submerged object,Waikato River,-38.684781,176.066261,Waikato,River,Recreational,0,Waka,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5005,2/09/2023,"While winching boat onto trailer, another boat came from the other side of the slipway and struck the side of the vessel, pushing it into the slipway poles and leaving gouges out of the side that was hit.",Collision,"South Bay Marina, Kaikoura",-42.425187,173.681684,Canterbury,Marina/boat ramp,Recreational,0,Power Boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5166,2/09/2023,"Dinghy was struck by wave after its motor stalled, resulting in substantial flooding of the vessel. Vessel occupants evacuated the craft and swam to nearby rocks, after which ocean currents took the vessel out to sea.",Flooded,"Lottin Point, Gisborne",-37.53080644,178.1707763,Gisborne,Inshore,Recreational,0,Dinghy,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5001,3/09/2023,"While taking on a wave, IRB was pushed backward and hit crest of the wave, ejecting crew and capsizing boat.",Capsize,Papamoa Beach,-37.710899,176.3313,Bay of Plenty,Inshore,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-4999,4/09/2023,"While manoeuvring to berth the main engine failed to start, berthing continued with help of tugs. A strong leakage of air from valve was observed and once berthed, crew dismantled the valve and found the gaskets from the piston damaged.",Propulsion failure,Port of Wellington,-41.270132,174.787823,Wellington,At berth,International Commercial,0,Bulk carrier,ISM,Malta,32379,NULL,NULL
EVT-5008,4/09/2023,Vessel was seen anchored in the shipping channel with no lights and no reply on channel 16.,Unsafe Operation or Act,Tauranga Pilotage Area,-37.624708,176.160178,Bay of Plenty,Inshore,Domestic Commercial,0,Other fishing vessel,MOSS,New Zealand,67,21.23,1963
EVT-5003,5/09/2023,"During driver training, vessel ran aground while performing a planned turn.",Grounding,Dart River,-44.798135,168.346165,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,5,NULL
EVT-5006,6/09/2023,"EPIRB accidently activated after being immersed in water. Contact was made via VHF, confirming that it was an accidental activation.",Equipment failure,Fiordland,-44.439513,168.043528,Southland,In harbour,Domestic Commercial,0,Workboat,MOSS,New Zealand,NULL,4.2,1982
EVT-5009,7/09/2023,"During berthing of the vessel while under control of pilot and two tugs, the vessel made hard contact with the wharf causing large scrapes and dents to the hull.",Contact,Wellington Port,-41.271073,174.787931,Wellington,At berth,International Commercial,0,General cargo/multi-purpose ship,ISM,Antigua and Barbuda,7878,NULL,NULL
EVT-5010,8/09/2023,A near miss occurred when a recreational vessel cut across the ships bow. The vessel blasted their horn five times and attempted to get the attention of the skipper but was ignored.,Near miss/close quarters,Tauranga Harbour,-37.637147,176.166015,Bay of Plenty,In harbour,International Commercial,0,Container ship,ISM,Singapore,35491,232.33,2008
EVT-5012,8/09/2023,"While under pilotage and with tugs assisting, both shore and vessel fenders were damaged. During the “sliding” on fenders the fist fender was damaged due to friction between hull and fender.",Contact,Burnham Wharf,-41.31131,174.811416,Wellington,At berth,International Commercial,0,Oil Tanker,ISM,Liberia,30237,NULL,NULL
EVT-5023,8/09/2023,"When coming to berth, vessel made contact with wharf pile. The incident occurred at low RPM upon gear change. There was no damage to the vessel and no injuries.",Contact,Queens Wharf,-41.284122,174.779209,Wellington,At berth,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,64,14.35,1995
EVT-5011,9/09/2023,"On preparing to set operating parameters for the bow thruster, the header tank was filled the night before. The day after the header tank was found empty and oil observed in the water.",Oil Spill,Timaru Port,-44.392339,171.256233,Canterbury,At berth,Domestic Commercial,0,Cargo ship,ISM,New Zealand,1653,NULL,2007
EVT-5013,9/09/2023,"The engine and bridge telegraph were being used normally but the ""stop - start"" function were not working so local control was needed. Parts were ordered for arrival  to port.",Equipment failure,Beyond Offshore,-30.19084,171.13893,NULL,Beyond Offshore,International Commercial,0,Container ship,ISM,Singapore,25483,199,2013
EVT-5016,9/09/2023,A collision occurred of single scull and coxless four vessel. The bow of one vessel embedded into the bow of the single scull causing severe damage. One person sustained minor injuries.,Collision,Avon River,-43.511676,172.683204,Canterbury,River,Recreational,1,Rowing boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5037,9/09/2023,An internal hydraulic leak was identified affecting the clutch efficiency. Maintenance team applied clutch lock bolts and completed a full inspection. Replacement parts were ordered.,Propulsion failure,Opua Ferry Landing,-35.312176,174.121058,Northland,At berth,Domestic Commercial,0,Passenger/Vehicle Ferry,MOSS,New Zealand,174,43.4,2006
EVT-5014,10/09/2023,"A complaint was made about surfcasters and white bait fishers, not pulling their lines in when vessels are crossing the river bar.",Unsafe Operation or Act,Kaituna River Bar,-37.748633,176.414635,Bay of Plenty,River/harbour bar,Domestic Commercial,0,Other fishing vessel,MOSS,New Zealand,NULL,12.68,2012
EVT-5136,10/09/2023,Vessel hit wave during training at a 45 degree angle which resulted in it overturning.,Capsize,Muriwai Beach,-36.81269428,174.3392072,Auckland,Inshore,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-5137,10/09/2023,The driver misjudged a wave during beach race and flipped the boat.,Capsize,Bethells Beach,-36.89399262,174.4420343,Auckland,Inshore,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-5015,11/09/2023,The crane driver was taking a heave into a hatch and caught the top of the coaming which dislodged some of the logs. There were no injuries or damage.,Lifting/Cargo gear failure,Tauranga Port,-37.646105,176.18165,Bay of Plenty,At berth,International Commercial,0,Bulk carrier,ISM,Portugal,21525,NULL,NULL
EVT-5022,12/09/2023,Fatal recreational boating accident.,Person Overboard,Thames,-36.938294,175.467127,Waikato,Inshore,Recreational,0,Other Kayak,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5024,13/09/2023,The pilot ladder was stretched on one side.,Pilot Ladder Standards,Tauranga Pilotage Area,-37.621649,176.167989,Bay of Plenty,Inshore,International Commercial,0,General cargo/multi-purpose ship,ISM,Bahamas,23224,179.9,2018
EVT-5025,13/09/2023,"When travelling down river, vessel made contact with a submerged object resulting in major damage to propeller and gear housing. The vessel returned to the boat ramp using auxiliary engine.",Hit submerged object,Mokau River,-38.694276,174.69056,Waikato,River,Domestic Commercial,0,Research vessel,MOSS,New Zealand,NULL,4.2,2003
EVT-5027,13/09/2023,Pilot ladder was stored incorrectly and in poor condition.,Pilot Ladder Standards,Tauranga Pilotage Area,-37.618682,176.15899,Bay of Plenty,Inshore,International Commercial,0,General cargo/multi-purpose ship,ISM,Liberia,22863,NULL,NULL
EVT-5026,14/09/2023,A possible solenoid block may have failed causing one of the four steering pumps to fail. The port side rudder was operating on one pump and there was no loss of operational capability. Spare parts were ordered to the next port.,Steering gear failure,East of Te Kaukau Point,-41.56465,175.514574,Wellington,Inshore,Domestic Commercial,0,Ro-Ro Passenger ship,ISM,New Zealand,22160,179.93,1998
EVT-5040,14/09/2023,A foundered personal water craft was connected to a buoy to stop it from sinking. An attempt was made to tow it back with another personal water craft but was unsuccessful. ,Foundered,Boom Rock,-41.174304,174.731694,Wellington,Inshore,Recreational,0,Personal Water Craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5030,15/09/2023,"Vessel came into contact with the wake from their boat which was created from a previous spin. Destabilised, the boat careened sideways towards the bank, its rear starboard side wing making contact with a branch causing slight damage to the wing.",Contact,Waikato River,-38.639591,176.092316,Waikato,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,5.6,2006
EVT-5039,15/09/2023,"One anchored yacht made contact with another, causing damage to both. It was believed that the mooring anchor had moved due to high winds.",Contact,Half Moon Bay,-36.87879416,174.9001761,Auckland,Marina/boat ramp,Recreational,0,Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5029,16/09/2023,"Bow door hydraulic hose burst, causing a release of approximately 40L of oil into the bow door well and overboard.",Oil Spill,Wellington Port,-41.265439,174.78832,Wellington,At berth,Domestic Commercial,0,Ro-Ro Passenger ship,ISM,New Zealand,22160,179.93,1998
EVT-5031,16/09/2023,"Spinnaker pole swung around, striking the head of a crew member.",Injury,Queen Charlotte Sound,-41.240675,174.07866,Marlborough,In harbour,Recreational,1,Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5033,16/09/2023,The pilot ladder had loose chocks and lower spreader steps were not horizontal.,Pilot Ladder Standards,Tauranga Harbour,-37.640894,176.171794,Bay of Plenty,In harbour,International Commercial,0,Bulk carrier,ISM,Panama,23239,NULL,NULL
EVT-5038,16/09/2023,"Main engine one failed. Fragment of the cylinder liner was found in the area of cylinder number five. A new cylinder liner, piston, connecting rod and other parts were installed on the voyage. ",Propulsion failure,East of Campbell Island,-52.294759,170.025618,NULL,Offshore,Domestic Commercial,0,Trawler,MOSS,New Zealand,4407,104.5,1989
EVT-5046,16/09/2023,Fishing vessel had no lights on and a power boat came within 2 metres of hitting the arm. The fishing vessel was also discharging sewage into the harbour.,Near miss/close quarters,Tauranga Harbour,-37.650346,176.171382,Bay of Plenty,In harbour,Domestic Commercial,0,Other fishing vessel,MOSS,New Zealand,67,21.23,1963
EVT-5046,16/09/2023,Fishing vessel had no lights on and a power boat came within 2 metres of hitting the arm. The fishing vessel was also discharging sewage into the harbour.,Near miss/close quarters,Tauranga Harbour,-37.650346,176.171382,Bay of Plenty,In harbour,Domestic Commercial,0,Power Boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5148,16/09/2023,Vessel foundered due to a mechanical failure.,Foundered,Golden Bay,-40.69227665,172.8443601,Tasman,Inshore,Recreational,0,Pleasure craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5032,17/09/2023,The pilot ladder was worn and had multiple loose chocks which caused steps to rotate under foot.,Pilot Ladder Standards,Tauranga Harbour,-37.641358,176.17497,Bay of Plenty,In harbour,International Commercial,0,Bulk carrier,ISM,Panama,23281,NULL,2015
EVT-5034,17/09/2023,Due to rough weather a crew member was pinned against the wall by shifting fish cases. The vessel came into Greymouth where the individual was taken to hospital and discharged with minor injuries.,Injury,Hokitika Trench ,-42.689293,170.754508,West Coast,Inshore,Domestic Commercial,1,Trawler,MOSS,New Zealand,138,26,1979
EVT-5035,17/09/2023,Combination ladder was three metres above the waterline. Minimum of five metres above the waterline required.  ,Pilot Ladder Standards,Bream Bay,-35.893629,174.554971,Northland,Inshore,International Commercial,0,Tanker,ISM,Singapore,43718,NULL,2011
EVT-5041,17/09/2023,Worn ram bushes caused unsteady rudder and steering failure. The passage was unsafe to cross due to conditions and mechanical failures. The vessel anchored and rerouted for repairs. ,Steering gear failure,Golden Bay,-40.670054,172.891911,Tasman,Inshore,International Commercial,0,Cargo ship,ISM,New Zealand,1653,NULL,2007
EVT-5042,18/09/2023,The pilot ladder had loose chocks allowing steps to rotate under foot. It was replaced with a compliant ladder before disembarking. ,Pilot Ladder Standards,Tauranga Harbour,-37.640353,176.17284,Bay of Plenty,In harbour,International Commercial,0,Bulk carrier,ISM,Panama,17027,NULL,2013
EVT-5043,20/09/2023,Vessel reported a gyrocompass fault,Equipment failure,Napier Harbour,-39.468257,176.913137,Hawke's Bay,In harbour,International Commercial,0,Bulk carrier,ISM,Panama,17018,169.37,2010
EVT-5044,20/09/2023,"While crossing the Kawhia bar, the vessel took a wave over the bow that dislodged the EPRIB into the sea. Vessel sustained damage to wheelhouse windows.",Flooded,Kawhia bar,-38.08212,174.765853,Waikato,River/harbour bar,Domestic Commercial,0,Trawler,MOSS,New Zealand,69,19.18,1987
EVT-5051,20/09/2023,Tandem Kayak capsized in heavy wind. The kayak was pulled towards land by the passengers and they contacted family on shore. Police were then alerted and both people were rescued.,Capsize,Wellington Harbour,-41.23285042,174.8593392,Wellington,In harbour,Recreational,0,Other Kayak,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5054,20/09/2023,"During outbound transit of container ship, another vessel attempted to pass port to port. Ship horn initially failed to sound, though after a few attempts it sounded and the vessel passed without an incident.",Near miss/close quarters,Whangarei Harbour,-35.83812714,174.5094265,Northland,In harbour,Recreational,0,Bulk carrier,ISM,Panama,23238,NULL,NULL
EVT-5054,20/09/2023,"During outbound transit of container ship, another vessel attempted to pass port to port. Ship horn initially failed to sound, though after a few attempts it sounded and the vessel passed without an incident.",Near miss/close quarters,Whangarei Harbour,-35.83812714,174.5094265,Northland,In harbour,Recreational,0,Pleasure craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5059,21/09/2023,A fire broke out in the engine room after cloth fell onto the engine after being hung up to dry. Fire was put out and boat was towed back to port. The boat could not be restarted due to the main engine wiring loom being damaged. ,Fire,"Doubtless Bay, Northland",-34.93956574,173.498619,Northland,Inshore,Domestic Commercial,0,Other fishing vessel,MOSS,New Zealand,NULL,13.8,1978
EVT-5069,22/09/2023,Passengers sustained a minor abrasion from windborne object.,Injury,Shotover River,-44.986574,168.669976,Otago,River,Domestic Commercial,1,Jetboat,SOP,New Zealand,NULL,5.5,NULL
EVT-5050,23/09/2023,Sparks observed from the ship funnel while running cargo operation. Unburnt carbon deposited on the exhaust system. As a result of this situation more sparks emitted from the funnel. No fire occurred just an excessive amount of sparks. ,Equipment failure,Marsden Point,-35.83707165,174.493736,Northland,At berth,International Commercial,0,Bulk carrier,ISM,Panama,19822,NULL,2008
EVT-5047,24/09/2023,Vessel grounded on southeast corner of the peninsula. Crew activated EPIRB and were winched aboard rescue helicopter.,Grounding,Banks Peninsula ,-43.839452,173.084517,Canterbury,Inshore,Domestic Commercial,0,Trawler,MOSS,New Zealand,141.83,25.6,1977
EVT-5065,24/09/2023,"While dropping the spinnaker a crew member was knocked overboard by wind gust, sustaining minor injuries. They were picked up from the water and transferred to the ambulance once back on the marina.",Person Overboard,Wellington Harbour,-41.263136,174.902097,Wellington,In harbour,Recreational,1,Yacht,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5139,24/09/2023,IRB caught by wave and capsized. No injuries occurred.,Capsize,Muriwai Beach,-36.82736685,174.4250572,Auckland,Inshore,Domestic Commercial,0,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-5049,25/09/2023,Fatal recreational boating accident.,Injury,"West of Nadi, Fiji",-17.804558,177.314916,NULL,Beyond Offshore,Recreational,2,Pleasure craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5055,25/09/2023,Vessel grounded on riverbank.,Grounding,Dart River,-44.67701484,168.324274,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,6,NULL
EVT-5056,25/09/2023,Jet boat grounded due to taking the wrong river channel. No injuries or damage occurred.,Grounding,Dart River,-44.67869948,168.3250368,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,6.4,NULL
EVT-5138,25/09/2023,The pilot ladder construction was poor and the ladder had loose chocks.,Pilot Ladder Standards,Tauranga Pilotage Area,-37.61868602,176.1713202,Bay of Plenty,Inshore,International Commercial,0,Bulk carrier,ISM,Hong Kong,21532,179.96,2015
EVT-5000,26/09/2023,"IRB capsized during training exercise, resulting in injuries to four passengers.",Capsize,Waikuku Beach,-43.287722,172.722892,Canterbury,Inshore,Domestic Commercial,4,Patrol boat,Commercial - No System,New Zealand,NULL,NULL,NULL
EVT-5057,26/09/2023,"Due to heavy rain, anchored barge got loose from its moorings and grounded on river back which punctured the hull. A tug was arranged for salvage.",Grounding,Waioeka River,-37.99570399,177.2734211,Bay of Plenty,River,Domestic Commercial,0,Barge,BSC,New Zealand,612,53.33,1966
EVT-5063,27/09/2023,"While boarding vessel, pilot had to avoid various lashing wires and equipment hanging over side of vessel due to cargo movement during the voyage.",Cargo shift,Bream Bay,-35.90144184,174.5572493,Northland,Inshore,International Commercial,0,Bulk carrier,ISM,Hong Kong,19817,175.5,2009
EVT-5058,28/09/2023,"Spreader released container 0.5m above container below, no injuries occurred.",Lifting/Cargo gear failure,Port of Tauranga,-37.64166634,176.1814568,Bay of Plenty,At berth,International Commercial,0,General cargo/multi-purpose ship,ISM,Liberia,9611,NULL,2007
EVT-5060,28/09/2023,Vessel propeller entangled by fishing net.,Propeller entangled,Timaru,-44.38962235,171.2986889,Canterbury,Inshore,Domestic Commercial,0,Trawler,MOSS,New Zealand,43,17.74,1974
EVT-5061,28/09/2023,"A crewmember was filleting fish when their knife slipped, causing a deep gash to their finger.",Injury,"East Coast, South Island",-43.742151,173.481697,NULL,Coastal,Domestic Commercial,1,Line fishing vessel,MOSS,New Zealand,NULL,23.95,1999
EVT-5070,28/09/2023,"During passenger tour, the motor missed twice and then experienced a dead cut.  Spare parts were flown into the area, repairs were made and the tour continued.",Propulsion failure,Waiatoto River,-44.13720948,168.8028324,West Coast,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,5,NULL
EVT-5062,29/09/2023,"Due to large high tide, shoulder belting of vessel got hooked on berth pile. A chainsaw was used to cut pile away so vessel could slide clear.",Mooring line failure,Port Nelson,-41.25722483,173.2849214,Nelson,At berth,Domestic Commercial,0,Workboat,MOSS,New Zealand,356,38.93,1989
EVT-5064,29/09/2023,Vessel received report of a kayaker in distress. They located the kayaker and brought them on board. They were assessed and determined to be in good condition with no injuries or signs of hypothermia. ,Unsafe Operation or Act,Wellington Rock,-36.585638,174.824574,Auckland,Inshore,Domestic Commercial,0,Sit-on-top Kayak,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5067,1/10/2023,The pilot ladder was in poor condition.,Pilot Ladder Standards,Tauranga Pilotage Area,-37.586988,176.157316,Bay of Plenty,Inshore,Domestic Commercial,0,Container ship,ISM,Singapore,15636,NULL,2008
EVT-5068,1/10/2023,"Grounding of jet boat on river bank due to the driver taking the wrong channel, no damage or injuries occurred.",Grounding,Dart River,-44.710149,168.333807,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,7.3,NULL
EVT-5066,2/10/2023,"Wave broke over vessel whilst anchored, this overturned the vessel and sent five people into the water, there were no injuries or damage.",Capsize,Napier,-39.487241,176.928567,Hawke's Bay,Inshore,Recreational,0,Barge,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5071,4/10/2023,"A small fire was observed around portside engine turbo lagging. The fire was extinguished, engine shut down and returned to port on one engine. Investigation found an oil feed line to the turbo had chaffed through and leaked onto the turbo.",Fire,Lyttelton Harbour,-43.61370625,172.7285634,Canterbury,In harbour,Domestic Commercial,0,Pilot vessel,MOSS,New Zealand,NULL,16,2015
EVT-5072,4/10/2023,A vessel foundered after grounding on rocks.,Foundered,"Mercury Bay, Whitianga",-36.80946312,175.7530203,Waikato,Inshore,Recreational,0,Pleasure Launch,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5147,4/10/2023,The vessel was found foundered.,Foundered,Mercury Bay Centre Island,-36.80309286,175.7688722,Waikato,Inshore,Recreational,0,Pleasure craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-5073,5/10/2023,Deck crew member suffered severe back pain while lifting pipes on deck. Ambulance was called to take crew member for further medical assessment.,Injury,Tauranga Port,-37.65466401,176.1811499,Bay of Plenty,At berth,International Commercial,1,Bulk carrier,ISM,Panama,19822,NULL,2008
EVT-5076,6/10/2023,Vessel made contact with rock in shallow water due to heavy fog and poor visibility.,Grounding,Lake Taupo,-38.692919,176.059554,Waikato,Lake,Domestic Commercial,0,Charter fishing vessel,MOSS,New Zealand,NULL,11,1987
EVT-5088,6/10/2023,"A trimaran crossed bow of departing ship causing near miss. The vessel appeared to be staying to the western side of channel, then proceeded to cross bow of container ship at close quarters.",Near miss/close quarters,Tauranga Harbour,-37.63966192,176.1640406,Bay of Plenty,In harbour,International Commercial,0,Container ship,ISM,Liberia,28596,NULL,NULL
EVT-5074,7/10/2023,Personnel were working vessel lines during departure when the main engine unexpectedly kicked ahead and astern. All personnel were told to stop and keep clear of lines. No injuries.,Unsafe Operation or Act,Port of Lyttelton,-43.60584059,172.722576,Canterbury,At berth,International Commercial,0,Bulk carrier,ISM,Hong Kong,19887,177,2004
EVT-5081,7/10/2023,Jet boat grounded during turn. Passengers were transferred to another vessel and the trip continued. No injuries or damage occurred.,Grounding,Dart River,-44.70636782,168.3456321,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,6,NULL
EVT-5082,7/10/2023,"Passenger was descending from the upper deck when they slipped and fell, knocking their head and sustaining a laceration.",Injury,"Mine Bay, Lake Taupo",-38.732818,176.007505,Waikato,Lake,Domestic Commercial,1,Charter passenger vessel,MOSS,New Zealand,20.45,10.83,1982
EVT-5075,8/10/2023,Person overboard just outside harbour after vessel was struck by a large wave. Individual recovered from the water and was transported to hospital for treatment of hypothermia.,Person Overboard,Raglan  Bar ,-37.79777764,174.8265323,Waikato,River/harbour bar,Domestic Commercial,2,Workboat,MOSS,New Zealand,NULL,15.99,1995
EVT-5101,8/10/2023,"Starboard gyro repeater not working, maintenance was scheduled.",Equipment failure,Beyond Offshore,-24.636931,-173.051585,NULL,Beyond Offshore,International Commercial,0,General cargo/multi-purpose ship,ISM,Singapore,9530,NULL,2010
EVT-5079,9/10/2023,"Crew member reported to master with intense abdominal pain, after consult with DPA the vessel returned to port and crew member was transferred to hospital by ambulance.",Medical Event,Tauranga Pilotage Area,-37.60705998,176.1914651,Bay of Plenty,Inshore,Domestic Commercial,1,Bulk carrier,ISM,New Zealand,8745,124.7,2016
EVT-5085,9/10/2023,"While departing, upon increasing engine to slow ahead the main engine slow down alarm sounded, followed by shut down alarm. The chief engineer determined it was due to a faulty sensor.",Equipment failure,Tauranga Pilotage Area,-37.62117273,176.1630107,Bay of Plenty,Inshore,International Commercial,0,Container ship,ISM,Singapore,44925,266.65,2011
EVT-5086,9/10/2023,Pilot ladder stanchions did not have safety/securing pins and the ladder rungs were loose.,Pilot Ladder Standards,Tauranga Pilotage Area,-37.61872529,176.1612082,Bay of Plenty,Inshore,International Commercial,0,Bulk carrier,ISM,Panama,19822,NULL,2008
EVT-5090,9/10/2023,Vessel caught by a quartering sea and laid on their starboard side. Two members of charter party were flung across saloon and sustained injuries. Ambulance was called as a precaution and passengers were checked at port.,Injury,bluff,-46.63527733,168.1366541,Southland,Inshore,Domestic Commercial,2,Line fishing vessel,MOSS,New Zealand,NULL,18.4,1994
EVT-5092,9/10/2023,The starboard engine stopped during the trip. The driver stopped in a safe location and passengers were transferred to a replacement boat without issue. There were no injuries to passengers or damage to the boat. ,Propulsion failure,Dart River,-44.677728,168.3241097,Otago,River,Domestic Commercial,0,Jetboat,SOP,New Zealand,NULL,5,NULL
